instance,best-solver(s)
shiftdesign/limits-10-10_data-2_inst-003_30m.sm-extracted.wcnf.gz,['TT-Open-WBO-Inc']
shiftdesign/limits-10-10_data-2_inst-025_30m.sm-extracted.wcnf.gz,['TT-Open-WBO-Inc']
shiftdesign/limits-10-10_data-2_inst-030_30m.sm-extracted.wcnf.gz,['TT-Open-WBO-Inc']
shiftdesign/limits-10-10_data-3_inst-002_30m.sm-extracted.wcnf.gz,['TT-Open-WBO-Inc']
shiftdesign/limits-10-10_data-3_inst-003_30m.sm-extracted.wcnf.gz,['LinSBPS2018']
shiftdesign/limits-10-10_data-4_inst-003_60m.sm-extracted.wcnf.gz,['TT-Open-WBO-Inc']
lisbon-wedding/lisbon-wedding-1-17.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
lisbon-wedding/lisbon-wedding-1-19.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
lisbon-wedding/lisbon-wedding-10-18.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-10-19.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-2-19.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
lisbon-wedding/lisbon-wedding-3-18.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
lisbon-wedding/lisbon-wedding-4-19.wcnf.gz,"['TT-Open-WBO-Inc', 'LinSBPS2018', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-5-19.wcnf.gz,"['LinSBPS2018', 'SATLike', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-6-19.wcnf.gz,"['TT-Open-WBO-Inc', 'LinSBPS2018', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-7-17.wcnf.gz,"['Loandra', 'LinSBPS2018', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-8-18.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-8-19.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'sls-mcs2']"
lisbon-wedding/lisbon-wedding-9-17.wcnf.gz,['LinSBPS2018']
lisbon-wedding/lisbon-wedding-9-19.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018', 'sls-mcs2']"
metro/metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g']"
metro/metro_8_8_5_20_10_6_500_1_5.lp.sm-extracted.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018', 'Open-WBO-g', 'uwrmaxsat-inc']"
pseudoBoolean/miplib/normalized-mps-v2-20-10-cracpb1.opb.msat.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra']"
pseudoBoolean/miplib/normalized-mps-v2-20-10-l152lav.opb.msat.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
pseudoBoolean/miplib/normalized-mps-v2-20-10-lp4l.opb.msat.wcnf.gz,['LinSBPS2018']
pseudoBoolean/miplib/normalized-mps-v2-20-10-mod008.opb.msat.wcnf.gz,['TT-Open-WBO-Inc']
pseudoBoolean/miplib/normalized-mps-v2-20-10-mod010.opb.msat.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
pseudoBoolean/miplib/normalized-mps-v2-20-10-p0548.opb.msat.wcnf.gz,['TT-Open-WBO-Inc']
pseudoBoolean/miplib/normalized-mps-v2-20-10-sentoy.opb.msat.wcnf.gz,['uwrmaxsat-inc']
maxcut/dimacs_mod/p_hat1000-3.clq.wcnf.gz,"['SATLike', 'sls-mcs2', 'sls-mcs']"
maxcut/dimacs_mod/p_hat500-3.clq.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'SATLike', 'sls-mcs2', 'sls-mcs']"
relational-inference/pa-2.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)']"
relational-inference/pa-3.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)']"
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/pima_train_1_DNF_5_15.wcnf.gz,['Loandra']
abstraction-refinement/polysite-avrora.wcnf.gz,['TT-Open-WBO-Inc']
abstraction-refinement/polysite-bloat.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)']"
abstraction-refinement/polysite-hsqldb.wcnf.gz,['TT-Open-WBO-Inc']
abstraction-refinement/polysite-pmd.wcnf.gz,['TT-Open-WBO-Inc']
abstraction-refinement/polysite-xalan.wcnf.gz,['TT-Open-WBO-Inc']
max-realizability/power-distribution_10_7.wcnf.gz,"['LinSBPS2018', 'SATLike', 'sls-mcs2', 'sls-mcs']"
max-realizability/power-distribution_10_8.wcnf.gz,"['LinSBPS2018', 'SATLike', 'sls-mcs']"
max-realizability/power-distribution_11_7.wcnf.gz,"['LinSBPS2018', 'SATLike', 'sls-mcs']"
max-realizability/power-distribution_11_8.wcnf.gz,"['LinSBPS2018', 'SATLike', 'sls-mcs2', 'sls-mcs']"
max-realizability/power-distribution_12_7.wcnf.gz,"['LinSBPS2018', 'SATLike']"
max-realizability/power-distribution_12_8.wcnf.gz,"['LinSBPS2018', 'SATLike']"
max-realizability/power-distribution_2_8.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs']"
max-realizability/power-distribution_7_8.wcnf.gz,"['Loandra', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs']"
max-realizability/power-distribution_8_8.wcnf.gz,"['Loandra', 'LinSBPS2018', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
max-realizability/power-distribution_9_8.wcnf.gz,"['Loandra', 'LinSBPS2018', 'SATLike', 'sls-mcs2', 'sls-mcs']"
railway-transport/r11.wcnf.gz,['TT-Open-WBO-Inc']
ramsey/ram_k3_n12.ra1.wcnf.gz,"['TT-Open-WBO-Inc', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
ramsey/ram_k3_n13.ra1.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'SATLike', 'sls-mcs2', 'sls-mcs']"
ramsey/ram_k3_n14.ra1.wcnf.gz,['SATLike']
ramsey/ram_k3_n15.ra1.wcnf.gz,['SATLike']
ramsey/ram_k3_n16.ra1.wcnf.gz,"['SATLike', 'sls-mcs']"
ramsey/ram_k3_n17.ra1.wcnf.gz,['SATLike']
ramsey/ram_k3_n18.ra1.wcnf.gz,['SATLike']
ramsey/ram_k3_n19.ra1.wcnf.gz,['SATLike']
ramsey/ram_k3_n20.ra1.wcnf.gz,['SATLike']
ramsey/ram_k4_n18.ra1.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
ramsey/ram_k4_n19.ra1.wcnf.gz,['sls-mcs']
ramsey/ram_k4_n20.ra1.wcnf.gz,['SATLike']
mpe/random-net-100-2_network-9.net.wcnf.gz,['sls-mcs2']
mpe/random-net-30-5_network-7.net.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
mpe/random-net-30-6_network-4.net.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'SATLike', 'sls-mcs2', 'sls-mcs']"
mpe/random-net-30-6_network-6.net.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
mpe/random-net-40-4_network-10.net.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
mpe/random-net-40-4_network-3.net.wcnf.gz,['sls-mcs']
mpe/random-net-40-4_network-7.net.wcnf.gz,['Open-WBO-Inc(inc-bmo-satlike)']
mpe/random-net-40-5_network-10.net.wcnf.gz,"['Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'SATLike', 'sls-mcs2', 'sls-mcs', 'uwrmaxsat-inc']"
mpe/random-net-40-5_network-9.net.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
mpe/random-net-50-4_network-10.net.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
mpe/random-net-50-5_network-1.net.wcnf.gz,['sls-mcs']
mpe/random-net-50-5_network-2.net.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'sls-mcs2', 'sls-mcs']"
mpe/random-net-50-5_network-5.net.wcnf.gz,['Open-WBO-Inc(inc-bmo-satlike)']
mpe/random-net-60-3_network-7.net.wcnf.gz,['Open-WBO-Inc(inc-bmo-satlike)']
mpe/random-net-60-3_network-9.net.wcnf.gz,"['Loandra', 'SATLike', 'sls-mcs2']"
max-realizability/robot-navigation_10.wcnf.gz,"['Loandra', 'LinSBPS2018', 'Open-WBO-g']"
max-realizability/robot-navigation_8.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018', 'Open-WBO-ms']"
max-realizability/robot-navigation_9.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018']"
ParametricRBACMaintenance/role_domino_0.05_1.cnf.gz,['sls-mcs']
ParametricRBACMaintenance/role_domino_0.05_8.cnf.gz,['SATLike']
ParametricRBACMaintenance/role_domino_0.35_4.cnf.gz,['SATLike']
ParametricRBACMaintenance/role_domino_0.45_5.cnf.gz,['SATLike']
ParametricRBACMaintenance/role_domino_0.65_4.cnf.gz,['SATLike']
ParametricRBACMaintenance/role_domino_0.6_13.cnf.gz,"['sls-mcs2', 'sls-mcs']"
ParametricRBACMaintenance/role_domino_0.7_2.cnf.gz,"['sls-mcs2', 'sls-mcs']"
ParametricRBACMaintenance/role_domino_0.95_4.cnf.gz,['SATLike']
ParametricRBACMaintenance/role_domino_1.0_15.cnf.gz,['sls-mcs2']
ParametricRBACMaintenance/role_smallcomp_0.9_4.cnf.gz,"['LinSBPS2018', 'Open-WBO-g', 'sls-mcs2', 'Open-WBO-ms']"
ParametricRBACMaintenance/role_smallcomp_1.0_0.cnf.gz,"['Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'sls-mcs2']"
ParametricRBACMaintenance/role_university_0.55_2.cnf.gz,['TT-Open-WBO-Inc']
ParametricRBACMaintenance/role_university_0.6_8.cnf.gz,['TT-Open-WBO-Inc']
ParametricRBACMaintenance/role_university_0.85_2.cnf.gz,['sls-mcs2']
ParametricRBACMaintenance/role_university_0.85_9.cnf.gz,['sls-mcs2']
maxcut/dimacs_mod/san200_0.7_2.clq.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'SATLike', 'sls-mcs2', 'sls-mcs']"
maxcut/dimacs_mod/san200_0.9_3.clq.wcnf.gz,"['SATLike', 'sls-mcs2', 'sls-mcs']"
maxcut/dimacs_mod/san400_0.7_3.clq.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'SATLike', 'sls-mcs']"
maxcut/dimacs_mod/san400_0.9_1.clq.wcnf.gz,"['SATLike', 'sls-mcs2', 'sls-mcs']"
maxcut/dimacs_mod/sanr200_0.7.clq.wcnf.gz,"['SATLike', 'sls-mcs2', 'sls-mcs']"
maxcut/dimacs_mod/sanr200_0.9.clq.wcnf.gz,"['SATLike', 'sls-mcs2', 'sls-mcs']"
MinimumWeightDominatingSetProblem/sc-rel9.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)']"
set-covering/random/scpnr/scpnre2_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrf5_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrg1_weighted.wcnf.gz,['Open-WBO-Inc(inc-bmo-satlike)']
set-covering/random/scpnr/scpnrg2_weighted.wcnf.gz,"['SATLike', 'sls-mcs2']"
set-covering/random/scpnr/scpnrg3_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrg4_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrg5_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrh1_weighted.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrh2_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrh3_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrh4_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
set-covering/random/scpnr/scpnrh5_weighted.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
tcp/tcp_students_105_it_2.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'sls-mcs2', 'Open-WBO-ms']"
tcp/tcp_students_105_it_3.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018']"
tcp/tcp_students_105_it_6.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018']"
tcp/tcp_students_112_it_13.wcnf.gz,"['TT-Open-WBO-Inc', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018']"
tcp/tcp_students_112_it_2.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018']"
tcp/tcp_students_112_it_5.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018', 'Open-WBO-g']"
tcp/tcp_students_112_it_9.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'LinSBPS2018']"
tcp/tcp_students_91_it_13.wcnf.gz,"['TT-Open-WBO-Inc', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-ms', 'uwrmaxsat-inc']"
tcp/tcp_students_98_it_11.wcnf.gz,['LinSBPS2018']
tcp/tcp_students_98_it_14.wcnf.gz,['Open-WBO-Inc(inc-bmo-complete)']
tcp/tcp_students_98_it_15.wcnf.gz,['LinSBPS2018']
tcp/tcp_students_98_it_2.wcnf.gz,"['TT-Open-WBO-Inc', 'LinSBPS2018']"
tcp/tcp_students_98_it_6.wcnf.gz,"['TT-Open-WBO-Inc', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'sls-mcs2', 'Open-WBO-ms']"
timetabling/test1.wcnf.gz,"['TT-Open-WBO-Inc', 'Loandra', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018', 'Open-WBO-g', 'SATLike', 'sls-mcs2', 'Open-WBO-ms', 'sls-mcs', 'uwrmaxsat-inc']"
timetabling/test3.lp.sm-extracted.wcnf.gz,['LinSBPS2018']
timetabling/test3.wcnf.gz,['LinSBPS2018']
timetabling/test4.wcnf.gz,['LinSBPS2018']
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/tictactoe_train_1_DNF_2_20.wcnf.gz,"['TT-Open-WBO-Inc', 'Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)', 'LinSBPS2018']"
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/titanic_train_5_DNF_5_20.wcnf.gz,['TT-Open-WBO-Inc']
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/toms_test_4_CNF_3_10.wcnf.gz,['sls-mcs2']
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/toms_train_0_CNF_5_15.wcnf.gz,['SATLike']
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/toms_train_9_CNF_3_15.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/twitter_test_0_CNF_2_5.wcnf.gz,['LinSBPS2018']
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/twitter_test_2_CNF_4_20.wcnf.gz,['TT-Open-WBO-Inc']
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/twitter_test_7_CNF_4_5.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/twitter_train_0_CNF_2_5.wcnf.gz,"['sls-mcs2', 'sls-mcs']"
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/wdbc_train_1_CNF_3_5.wcnf.gz,"['Loandra', 'LinSBPS2018', 'sls-mcs2']"
MinimumWeightDominatingSetProblem/web-wikipedia2009.wcnf.gz,"['Open-WBO-Inc(inc-bmo-satlike)', 'Open-WBO-Inc(inc-bmo-complete)']"
railway-transport/wg2.wcnf.gz,['TT-Open-WBO-Inc']